Image,actual_label,predicted_label,generated_caption,Description
Cubiceps baxteri_Sp_9_R (28).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura wide and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (29).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (3).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (30).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura wide and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (31).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (4).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (5).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (6).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (7).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (8).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Cubiceps baxteri_Sp_9_R (9).tif,Cubiceps baxteri,Cubiceps baxteri,"Type: Sagittal. Side: Right otolith. Shape:oval, sinuate to crenate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved. Anterior region: angled, rostrum blunt and antirostrum blunt, excisura narrow and acute notch. Posterior region: round.","Type: Sagittal, Side: Right otolith. Shape:oval, sinuate to crenate dorsal, and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: irregular to blunt, rostrum angled and antirostrum blunt, excisura moderately wide and acute notch. Posterior region: round."
Dactyloptena orientalis_Sp10_L (1).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt or poorly developed, excisura wide with poorly developed or shallow, acute notch. Posterior region: blunt to double-peaked.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked."
Dactyloptena orientalis_Sp10_L (10).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt or poorly developed, excisura wide with wide, shallow notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked."
Dactyloptena orientalis_Sp10_L (11).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Left otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt or poorly developed, excisura wide with wide, shallow notch. Posterior region: blunt to round.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked."
Dactyloptena orientalis_Sp10_L (2).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked."
Dactyloptena orientalis_Sp10_L (3).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked."
Dactyloptena orientalis_Sp10_L (4).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked."
Dactyloptena orientalis_Sp10_L (5).tif,Dactyloptena orientalis,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to creante dorsal and serrate entral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum peaked and antirostrum poorly developed, excisura and notch poorly developed. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: oval, entire to sinuate dorsal and crenate to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region: blunt, rostrum blunt and antirostrum blunt,  excisura narrow with deep, acute notch. Posterior region: round to double-peaked."
